position_title,company_name,company_category,recruit_provider,annual_salary,career,education,working_condition,location,deadline_date,registration_date
간병/돌봄 플랫폼 고객상담·서비스 운영 매니저 채용,주식회사 돌봄의신,[],정보제공처 고용24,"연봉 3,000 만원 이상",경력3년,학력무관,주5일 주 40시간 근로 09:00 ~ 18:00,서울특별시 강남구 테헤란로38길,2026-08-28,2026-08-07
간호간병통합병동 간호조무사(3교대) 모집,우리들병원,[],정보제공처 고용24,"연봉 2,700 만원 ~ 3,200 만원",경력무관,학력무관,주5일 주 40시간 근로,서울특별시 강남구 학동로,2026-09-05,2026-08-07
실내건축 인테리어 시공 및 공무 경력직 채용,건축사사무소따뜻한동행(주),[],정보제공처 사람인,"연봉 4,800 만원 ~ 4,800 만원",경력5년,고졸,주5일,서울 강남구,2026-09-06,2026-08-07
[유웰비뇨의학과 강남점] 원무팀 채용,유웰비뇨의학과의원,[],정보제공처 사람인,"연봉 3,300 만원 ~ 3,300 만원",경력무관,학력무관,,서울 강남구,2026-09-06,2026-08-07
[프티스]마케팅 운영지원 모집,(주)프티스,[],정보제공처 사람인,"연봉 3,000 만원 ~ 3,000 만원",경력무관,고졸,,서울 강남구,2026-09-06,2026-08-07
"반도체 기계장비외,약품, 구매, 납품, 품질 엔지니어 모집",(주)지엔지니어링,[],정보제공처 사람인,"연봉 3,200 만원 ~ 3,200 만원",신입,대졸(2~3년),주5일,서울 강남구,2026-09-06,2026-08-07
[흑백요리사2 김호윤쉐프] 고슬솥 하남 홀&주방 정직원/파트타이머 ...,㈜코어소사이어티,[],정보제공처 잡코리아,"연봉 3,480 만원 ~ 4,800 만원",신입/경력,학력무관,기타,경기 하남시 등,2026-09-06,2026-08-07
레지던스 프론트 데스크 신입/경력 모집,(주)에이치서비스,[],정보제공처 사람인,"연봉 3,600 만원 ~ 3,600 만원",경력무관,대졸(2~3년),주5일,서울 강남구,2026-09-06,2026-08-07
주거 리테일 복합개발 상품설계 및 사업담당,피플투피플,[],정보제공처 인크루트,"연봉 7,000 만원 ~ 8,000 만원",경력12년,대졸(4년),주5일,서울 강남구,2026-09-06,2026-08-07
식품류 (유제품) 수입사무,씨티인터내셔날,[],정보제공처 인크루트,"연봉 3,000 만원 ~ 4,800 만원",경력1년,대졸(4년),주5일,서울 강남구,2026-09-06,2026-08-07
1군건설 홍보담당,피플투피플,[],정보제공처 인크루트,"연봉 4,700 만원 ~ 5,100 만원",경력2년,대졸(4년),주5일,서울 강남구,2026-09-06,2026-08-07
1군건설 본사 공동주택 CS담당,피플투피플,[],정보제공처 인크루트,"연봉 6,000 만원 ~ 9,000 만원",경력8년,대졸(4년),주5일,서울 강남구,2026-09-06,2026-08-07
전기 설계 및 프로젝트 관리,㈜거동기업,[],정보제공처 잡코리아,"연봉 3,400 만원 ~ 3,600 만원",신입/경력,대졸(4년),주5일,경기 성남시 분당구 등,2026-09-06,2026-08-07
언론홍보 & 기업PR 정규직 채용(신입·경력),엑세스커뮤니케이션앤컨설팅(주),[],정보제공처 사람인,"연봉 3,600 만원 ~ 3,600 만원",경력무관,대졸(4년),주5일,서울 강남구,2026-08-18,2026-08-07
㈜삼우세라믹스 마루 바닥재 영업 경력직 모집합니다,㈜삼우세라믹스,[],정보제공처 잡코리아,"연봉 4,800 만원 ~ 4,800 만원",경력,고졸,주5일,서울 강남구 등,2026-09-06,2026-08-07
카드하비코리아 콘텐츠 마케터 신입 채용,카드하비코리아(주),[],정보제공처 사람인,"연봉 3,000 만원 ~ 3,000 만원",경력무관,학력무관,,서울 강남구,2026-09-06,2026-08-07
"[호펙스원] 린넨스토리, 호텔 B2B영업 담당 채용(스마트 린넨 구...",㈜호펙스원,[],정보제공처 잡코리아,"연봉 3,000 만원 ~ 4,500 만원",경력무관,학력무관,주5일,서울 강남구,2026-09-06,2026-08-07
오션그룹 오션키즈 서울지점 원장님 모집합니다.,오션서퍼광교점,[],정보제공처 사람인,"연봉 6,000 만원 ~ 6,000 만원",경력1년,학력무관,,서울 강남구 등,2026-09-06,2026-08-07
해외무역업무,(주)씨켐인터내셔날,[],정보제공처 고용24,"연봉 3,400 만원 이상",경력무관,학력무관,주5일 주 40시간 근로,서울특별시 강남구 광평로,2026-08-31,2026-08-06
[재단법인 기빙플러스] 대외협력본부 CSV협력실 채용공고,재단법인 기빙플러스,[],정보제공처 고용24,"연봉 3,300 만원 이상",경력무관,학력무관,주5일 주 40시간 근로 09:00 ~ 18:00,서울특별시 강남구 광평로51길,2026-08-19,2026-08-06
세무기장 및 결산 조정 직원 채용,세무법인맥,[],정보제공처 고용24,"연봉 4,000 만원 ~ 5,000 만원",경력5년,고졸 ~ 대졸(4년),주5일 주 40시간 근로 09:30 ~ 18:00,서울특별시 강남구 논현로,2026-08-27,2026-08-06
[동아기술개발(주)] 건설공무·총무 담당 채용 (신입~주니어),동아기술개발(주),[],정보제공처 사람인,"연봉 3,500 만원 ~ 3,500 만원",신입/경력1년,고졸,주5일,서울 강남구,2026-09-05,2026-08-06
신용산 아치서울에서 함께 할 주방 직원 및 홀 직원 구합니다.,아치서울,[],정보제공처 잡코리아,"연봉 3,000 만원 ~ 5,000 만원",신입/경력,학력무관,기타,서울 용산구 등,2026-09-06,2026-08-06
[모아씨앤씨] 강남역 콘텐츠디렉터 레이어팀 팀원 채용,모아씨앤씨㈜ (MOA C&C Inc.),[],정보제공처 잡코리아,"연봉 3,400 만원 ~ 3,400 만원",경력2년,학력무관,주5일,서울 강남구 등,2026-08-15,2026-08-06
"(섬유제조/무역회사) 경리 ,회계 직원 채용합니다.",삼창화섬(주),[],정보제공처 인크루트,"연봉 2,800 만원 ~ 3,000 만원",경력1년,학력무관,주5일,서울 강남구,2026-09-05,2026-08-06
[코엑스몰] [인크커피] 바리스타 구인,㈜위너스메이트,[],정보제공처 잡코리아,"연봉 3,000 만원 ~ 3,000 만원",경력무관,학력무관,기타,서울 강남구,2026-09-05,2026-08-06
"반도체 기계장비외,약품, 구매, 납품, 발주,품질 엔지니어 모집",(주)지엔지니어링,[],정보제공처 사람인,"연봉 3,200 만원 ~ 3,200 만원",신입,대졸(2~3년),주5일,서울 강남구,2026-09-05,2026-08-06
[초봉 3400만]우수교육기업 에듀플렉스 위례창곡점,에듀플렉스,[],정보제공처 사람인,"연봉 3,400 만원 ~ 3,400 만원",경력무관,대졸(4년),,서울 강남구 등,2026-08-17,2026-08-06
신사업부 (SNS 마케팅 및 자사브랜드 관리 마케터) 채용,㈜엔피케이솔루션즈,[],정보제공처 잡코리아,"연봉 3,000 만원 ~ 4,200 만원",경력1년,대졸(2~3년),주5일,서울 서초구 등,2026-09-05,2026-08-06
[우수교육기업] 에듀플렉스 위례창곡점 학습매니저 채용,넥스큐브코퍼레이션㈜,['가족'],정보제공처 잡코리아,"연봉 3,400 만원 ~ 3,400 만원",신입/경력,대졸(4년),주5일,경기 성남시 수정구 등,2026-08-17,2026-08-06
강남역 나를위한 산부인과에서 코디네이터 선생님을 모십니다.,나를위한산부인과의원,[],정보제공처 사람인,"연봉 3,000 만원 ~ 3,000 만원",경력무관,고졸,,서울 강남구,2026-09-05,2026-08-06
강남역 나를위한 산부인과 수술보조 간호조무사님 모십니다.,나를위한산부인과의원,[],정보제공처 사람인,"연봉 3,200 만원 ~ 3,200 만원",경력무관,학력무관,,서울 강남구,2026-09-05,2026-08-06
"[주4, 연봉3500, 연차1일/1달] 강남구 한의원 간호조무사 선...",압구정경희한의원,[],정보제공처 사람인,"연봉 3,500 만원 ~ 3,500 만원",경력무관,학력무관,,서울 등,2026-09-05,2026-08-06
건설공무·총무 담당 채용,동아기술개발㈜,[],정보제공처 잡코리아,"연봉 3,500 만원 ~ 3,500 만원",신입/경력,고졸,주5일,서울 강남구,2026-09-05,2026-08-06
[톤즈의원 건대점] 피부관리사 채용. 경력직 우대,톤즈의원건대점,[],정보제공처 사람인,"연봉 3,200 만원 ~ 3,200 만원",경력무관,고졸,주5일,서울 등,2026-08-31,2026-08-06
"중급,초급 React, Vue 개발 경력자",(주)체스트넛,[],정보제공처 인크루트,"연봉 3,000 만원 ~ 6,500 만원",경력3년,대졸(2~3년),주5일,서울 등,2026-09-05,2026-08-06
[삼성역] 그랜드 인터컨티넨탈호텔 기계(주간)사원 채용,자이에스앤디(주),"['대기업', '코스피']",정보제공처 사람인,"연봉 3,120 만원 ~ 3,120 만원",경력무관,고졸,,서울 강남구,2026-09-05,2026-08-06
세무사 사무실 경력직원 모집,세무법인서일 강남지점,[],정보제공처 잡코리아,"연봉 3,500 만원 ~ 3,500 만원",경력3년,학력무관,주5일,서울 강남구,2026-09-05,2026-08-06
[월 250이상 / 주 5일] 리셉션 매니저 모집,(주)아카이브코퍼레이션,[],정보제공처 사람인,"연봉 3,000 만원 ~ 3,000 만원",경력무관,학력무관,,서울 등,2026-09-05,2026-08-06
